"","x"
"2499",450
"2500",290
"2501",300
"2502",365
"2503",300
"2504",270
"2505",420
"2506",325
"2507",260
"2508",200
"2509",185
"2510",375
"2511",380
"2512",310
"2513",290
"2514",390
"2515",330
"2516",280
"2517",320
"2518",390
"2519",230
"2520",175
"2521",190
"2522",245
"2523",320
"2524",415
"2525",175
"2526",415
"2527",265
"2528",370
"2529",300
"2530",500
"2531",270
"2532",225
"2533",360
"2534",265
"2535",385
"2536",325
"2537",350
"2538",470
"2539",385
"2540",225
"2541",225
"2542",450
"2543",300
"2544",270
"2545",300
"2546",260
"2547",440
"2548",450
"2549",405
"2550",260
"2551",360
"2552",380
"2553",260
"2554",170
"2555",440
"2556",310
"2557",300
"2558",310
"2559",230
"2560",205
"2561",270
"2562",370
"2563",450
"2564",390
"2565",195
"2566",260
"2567",360
"2568",195
"2569",375
"2570",245
"2571",490
"2572",360
"2573",380
"2574",285
"2575",670
"2576",200
"2577",345
"2578",200
"2579",380
"2580",375
"2581",270
"2582",320
"2583",290
"2584",220
"2585",450
"2586",420
"2587",390
"2588",230
"2589",325
"2590",450
"2591",530
"2592",300
"2593",300
"2594",230
"2595",325
"2596",270
"2597",420
"2598",190
"2599",230
"2600",290
"2601",340
"2602",385
"2603",450
"2604",260
"2605",635
"2606",330
"2607",370
"2608",410
"2609",190
"2610",330
"2611",290
"2612",365
"2613",365
"2614",390
"2615",170
"2616",550
"2617",370
"2618",310
"2619",415
"2620",370
"2621",405
"2622",260
"2623",490
"2624",410
"2625",320
"2626",410
"2627",420
"2628",410
"2629",370
"2630",350
"2631",245
"2632",320
"2633",410
"2634",240
"2635",320
"2636",300
"2637",390
"2638",390
"2639",245
"2640",405
"2641",420
"2642",350
"2643",300
"2644",300
"2645",360
"2646",365
"2647",315
"2648",310
"2649",410
"2650",260
"2651",300
"2652",490
"2653",490
"2654",350
"2655",170
"2656",280
"2657",450
"2658",200
"2659",450
"2660",215
"2661",300
"2662",195
"2663",190
"2664",300
"2665",390
"2666",350
"2667",295
"2668",440
"2669",275
"2670",260
"2671",290
"2672",310
"2673",170
"2674",230
"2675",170
"2676",170
"2677",385
"2678",350
"2679",360
"2680",300
"2681",320
"2682",165
"2683",700
"2684",260
"2685",350
"2686",410
"2687",310
"2688",230
"2689",200
"2690",450
"2691",190
"2692",395
"2693",340
"2694",350
"2695",320
"2696",435
"2697",360
"2698",190
"2699",300
"2700",280
"2701",260
"2702",260
"2703",195
"2704",360
"2705",190
"2706",215
"2707",420
"2708",490
"2709",490
"2710",550
"2711",365
"2712",620
"2713",420
"2714",530
"2715",380
"2716",530
"2717",550
"2718",390
"2719",450
"2720",640
"2721",500
"2722",470
"2723",365
"2724",410
"2725",395
"2726",390
"2727",440
"2728",355
"2729",450
"2730",430
"2731",390
"2732",490
"2733",365
"2734",365
"2735",490
"2736",335
"2737",550
"2738",420
"2739",490
"2740",365
"2741",360
"2742",620
"2743",440
"2744",440
"2745",405
"2746",700
"2747",420
"2748",365
"2749",370
"2750",425
"2751",420
"2752",355
"2753",550
"2754",440
"2755",420
"2756",450
"2757",360
"2758",370
"2759",450
"2760",550
"2761",425
"2762",670
"2763",550
"2764",490
"2765",385
"2766",450
"2767",585
"2768",360
"2769",420
"2770",410
"2771",640
"2772",410
"2773",530
"2774",370
"2775",450
"2776",380
"2777",420
"2778",390
"2779",345
"2780",390
"2781",640
"2782",635
"2783",390
"2784",400
"2785",490
"2786",390
"2787",550
"2788",470
"2789",390
"2790",640
"2791",470
"2792",325
"2793",420
"2794",490
"2795",360
"2796",700
"2797",550
"2798",375
"2799",500
"2800",510
"2801",725
"2802",585
"2803",700
"2804",405
"2805",510
"2806",450
"2807",490
"2808",725
"2809",360
"2810",450
"2811",390
"2812",380
"2813",350
"2814",585
"2815",550
"2816",450
"2817",380
"2818",620
"2819",450
"2820",350
"2821",390
"2822",350
"2823",550
"2824",390
"2825",410
"2826",390
"2827",490
"2828",440
"2829",390
"2830",355
"2831",640
"2832",410
"2833",640
"2834",585
"2835",510
"2836",380
"2837",640
"2838",450
"2839",450
"2840",385
"2841",620
"2842",490
"2843",450
"2844",470
"2845",390
"2846",640
"2847",670
"2848",450
"2849",405
"2850",390
"2851",490
"2852",640
"2853",500
"2854",420
"2855",550
"2856",295
"2857",420
"2858",520
"2859",360
"2860",700
"2861",365
"2862",490
"2863",405
"2864",700
"2865",510
"2866",390
"2867",420
"2868",470
"2869",490
"2870",370
"2871",415
"2872",450
"2873",630
"2874",370
"2875",385
"2876",420
"2877",620
"2878",490
"2879",490
"2880",490
"2881",405
"2882",435
"2883",450
"2884",355
"2885",490
"2886",390
"2887",450
"2888",380
"2889",490
"2890",420
"2891",410
"2892",450
"2893",510
"2894",330
"2895",420
"2896",700
"2897",370
"2898",550
"2899",490
"2900",490
"2901",585
"2902",520
"2903",410
"2904",450
"2905",700
"2906",725
"2907",425
"2908",490
"2909",585
"2910",420
"2911",490
"2912",380
"2913",370
"2914",670
"2915",450
"2916",450
"2917",395
"2918",490
"2919",620
"2920",365
"2921",405
"2922",620
"2923",350
"2924",450
"2925",640
"2926",450
"2927",640
"2928",425
"2929",355
"2930",320
"2931",420
"2932",620
"2933",640
"2934",510
"2935",585
"2936",550
"2937",385
"2938",490
"2939",635
"2940",360
"2941",625
"2942",700
"2943",670
"2944",420
"2945",420
"2946",450
"2947",640
"2948",400
"2949",370
"2950",435
"2951",585
"2952",700
"2953",620
"2954",350
"2955",395
"2956",450
"2957",380
"2958",380
"2959",550
"2960",670
"2961",490
"2962",625
"2963",490
"2964",530
"2965",450
"2966",420
"2967",450
"2968",395
"2969",470
"2970",365
"2971",450
"2972",410
"2973",550
"2974",350
"2975",430
"2976",390
"2977",420
"2978",345
"2979",450
"2980",300
"2981",700
"2982",550
"2983",440
"2984",450
"2985",550
"2986",380
"2987",510
"2988",490
"2989",550
"2990",550
"2991",370
"2992",410
"2993",360
"2994",435
"2995",430
"2996",550
"2997",405
"2998",420
"2999",490
"3000",390
"3001",585
"3002",635
"3003",500
"3004",470
"3005",470
"3006",380
"3007",620
"3008",520
"3009",550
"3010",490
"3011",450
"3012",380
"3013",450
"3014",300
"3015",550
"3016",320
"3017",550
"3018",375
"3019",490
"3020",435
"3021",620
"3022",385
"3023",420
"3024",410
"3025",635
"3026",630
"3027",550
"3028",510
"3029",585
"3030",390
"3031",380
"3032",530
"3033",405
"3034",390
"3035",450
"3036",470
"3037",760
"3038",490
"3039",450
"3040",415
"3041",490
"3042",640
"3043",405
"3044",400
"3045",385
"3046",410
"3047",370
"3048",360
"3049",365
"3050",620
"3051",350
"3052",550
"3053",640
"3054",620
"3055",450
"3056",450
"3057",375
"3058",430
"3059",290
"3060",375
"3061",635
"3062",450
"3063",450
"3064",390
"3065",415
"3066",670
"3067",510
"3068",640
"3069",340
"3070",530
"3071",585
"3072",360
"3073",585
"3074",360
"3075",420
"3076",380
"3077",510
"3078",635
"3079",550
"3080",380
"3081",520
"3082",585
"3083",380
"3084",620
"3085",620
"3086",550
"3087",415
"3088",410
"3089",520
"3090",640
"3091",375
"3092",620
"3093",640
"3094",550
"3095",390
"3096",410
"3097",385
"3098",450
"3099",700
"3100",550
"3101",500
"3102",620
"3103",550
"3104",585
"3105",450
"3106",450
"3107",585
"3108",550
"3109",440
"3110",450
"3111",415
"3112",400
"3113",360
"3114",490
"3115",350
"3116",585
"3117",420
"3118",450
"3119",380
"3120",380
"3121",395
"3122",550
"3123",490
"3124",450
"3125",550
"3126",440
"3127",350
"3128",550
"3129",625
"3130",360
"3131",550
"3132",395
"3133",415
"3134",500
"3135",625
"3136",390
"3137",405
"3138",370
"3139",490
"3140",490
"3141",350
"3142",365
"3143",490
"3144",410
"3145",450
"3146",450
"3147",620
"3148",415
"3149",630
"3150",450
"3151",375
"3152",450
"3153",670
"3154",620
"3155",510
"3156",620
"3157",420
"3158",400
"3159",630
"3160",350
"3161",550
"3162",435
"3163",470
"3164",420
"3165",450
"3166",385
"3167",550
"3168",450
"3169",275
"3170",365
"3171",700
"3172",375
"3173",620
"3174",450
"3175",420
"3176",490
"3177",395
"3178",415
"3179",380
"3180",415
"3181",415
"3182",380
"3183",425
"3184",405
"3185",670
"3186",360
"3187",190
"3188",360
"3189",550
"3190",275
"3191",440
"3192",635
"3193",700
"3194",350
"3195",550
"3196",500
"3197",390
"3198",450
"3199",450
"3200",450
"3201",360
"3202",585
"3203",620
"3204",550
"3205",390
"3206",450
"3207",700
"3208",450
"3209",440
"3210",410
"3211",510
"3212",410
"3213",490
"3214",620
"3215",350
"3216",490
"3217",520
"3218",635
"3219",420
"3220",360
"3221",450
"3222",530
"3223",620
"3224",470
"3225",350
"3226",420
"3227",370
"3228",450
"3229",415
"3230",390
"3231",550
"3232",420
"3233",490
"3234",550
"3235",670
"3236",375
"3237",640
"3238",440
"3239",420
"3240",585
"3241",360
"3242",585
"3243",390
"3244",450
"3245",360
"3246",640
"3247",450
"3248",490
"3249",550
"3250",550
"3251",435
"3252",400
"3253",620
"3254",375
"3255",380
"3256",450
"3257",380
"3258",620
"3259",360
"3260",620
"3261",450
"3262",450
"3263",630
"3264",420
"3265",630
"3266",360
"3267",550
"3268",450
"3269",360
"3270",530
"3271",585
"3272",410
"3273",470
"3274",490
"3275",385
"3276",550
"3277",420
"3278",390
"3279",450
"3280",450
"3281",420
"3282",550
"3283",550
"3284",380
"3285",420
"3286",410
"3287",585
"3288",640
"3289",355
"3290",355
"3291",370
"3292",330
"3293",320
"3294",510
"3295",640
"3296",635
"3297",450
"3298",500
"3299",380
"3300",420
"3301",335
"3302",450
"3303",470
"3304",450
"3305",520
"3306",450
"3307",620
"3308",260
"3309",335
"3310",375
"3311",390
"3312",620
"3313",440
"3314",450
"3315",425
"3316",435
"3317",380
"3318",390
"3319",450
"3320",490
"3321",370
"3322",490
"3323",410
"3324",550
"3325",550
"3326",390
"3327",550
"3328",450
"3329",440
"3330",385
"3331",385
"3332",510
"3333",490
"3334",550
"3335",700
"3336",450
"3337",430
"3338",450
"3339",245
"3340",450
"3341",405
"3342",450
"3343",410
"3344",625
"3345",550
"3346",585
"3347",375
"3348",410
"3349",390
"3350",550
"3351",585
"3352",550
"3353",380
"3354",450
"3355",375
"3356",620
"3357",420
"3358",470
"3359",345
"3360",320
"3361",435
"3362",550
"3363",450
"3364",415
"3365",700
"3366",585
"3367",415
"3368",450
"3369",490
"3370",520
"3371",420
"3372",620
"3373",620
"3374",630
"3375",700
"3376",385
"3377",360
"3378",585
"3379",670
"3380",410
"3381",420
"3382",550
"3383",700
"3384",490
"3385",550
"3386",390
"3387",390
"3388",510
"3389",395
"3390",410
"3391",630
"3392",510
"3393",620
"3394",370
"3395",375
"3396",350
"3397",380
"3398",390
"3399",450
"3400",700
"3401",700
"3402",585
"3403",450
"3404",490
"3405",440
"3406",420
"3407",390
"3408",550
"3409",420
"3410",550
"3411",640
"3412",350
"3413",550
"3414",550
"3415",550
"3416",430
"3417",420
"3418",550
"3419",550
"3420",230
"3421",410
"3422",400
"3423",320
"3424",490
"3425",510
"3426",350
"3427",625
"3428",500
"3429",550
"3430",450
"3431",640
"3432",470
"3433",640
"3434",450
"3435",585
"3436",640
"3437",390
"3438",385
"3439",420
"3440",620
"3441",550
"3442",380
"3443",640
"3444",490
"3445",390
"3446",500
"3447",640
"3448",725
"3449",420
"3450",450
"3451",640
"3452",640
"3453",390
"3454",700
"3455",620
"3456",450
"3457",620
"3458",410
"3459",490
"3460",620
"3461",420
"3462",385
"3463",320
"3464",300
"3465",380
"3466",500
"3467",585
"3468",620
"3469",620
"3470",725
"3471",490
"3472",490
"3473",390
"3474",550
"3475",640
"3476",385
"3477",370
"3478",380
"3479",550
"3480",350
"3481",450
"3482",455
"3483",420
"3484",295
"3485",490
"3486",450
"3487",550
"3488",550
"3489",415
"3490",490
"3491",550
"3492",640
"3493",550
"3494",490
"3495",370
"3496",360
"3497",620
"3498",415
"3499",620
"3500",750
"3501",550
"3502",490
"3503",470
"3504",440
"3505",415
"3506",380
"3507",410
"3508",620
"3509",450
"3510",360
"3511",530
"3512",550
"3513",390
"3514",440
"3515",380
"3516",550
"3517",350
"3518",450
"3519",390
"3520",450
"3521",395
"3522",470
"3523",585
"3524",380
"3525",620
"3526",450
"3527",620
"3528",375
"3529",450
"3530",635
"3531",390
"3532",550
"3533",400
"3534",390
"3535",520
"3536",450
"3537",410
"3538",365
"3539",490
"3540",490
"3541",420
"3542",640
"3543",450
"3544",550
"3545",385
"3546",410
"3547",400
"3548",550
"3549",620
"3550",490
"3551",450
"3552",350
"3553",470
"3554",380
"3555",450
"3556",450
"3557",400
"3558",410
"3559",760
"3560",620
"3561",640
"3562",380
"3563",620
"3564",700
"3565",640
"3566",490
"3567",500
"3568",585
"3569",470
"3570",420
"3571",420
"3572",450
"3573",510
"3574",390
"3575",420
"3576",405
"3577",390
"3578",565
"3579",390
"3580",420
"3581",395
"3582",470
"3583",420
"3584",450
"3585",500
"3586",585
"3587",390
"3588",425
"3589",550
"3590",355
"3591",450
"3592",620
"3593",450
"3594",380
"3595",490
"3596",450
"3597",550
"3598",620
"3599",620
"3600",415
"3601",405
"3602",620
"3603",620
"3604",635
"3605",370
"3606",550
"3607",490
"3608",630
"3609",390
"3610",375
"3611",640
"3612",435
"3613",420
"3614",385
"3615",390
"3616",450
"3617",640
"3618",550
"3619",490
"3620",420
"3621",620
"3622",550
"3623",450
"3624",360
"3625",550
"3626",390
"3627",490
"3628",450
"3629",415
"3630",410
"3631",415
"3632",550
"3633",700
"3634",420
"3635",370
"3636",350
"3637",400
"3638",410
"3639",390
"3640",640
"3641",450
"3642",185
"3643",435
"3644",385
"3645",470
"3646",470
"3647",530
"3648",620
"3649",530
"3650",490
"3651",375
"3652",420
"3653",270
"3654",585
"3655",510
"3656",620
"3657",700
"3658",620
"3659",390
"3660",490
"3661",450
"3662",530
"3663",385
"3664",550
"3665",520
"3666",325
"3667",550
"3668",355
"3669",520
"3670",585
"3671",490
"3672",390
"3673",450
"3674",700
"3675",640
"3676",530
"3677",530
"3678",700
"3679",620
"3680",450
"3681",750
"3682",755
"3683",550
"3684",700
"3685",700
"3686",620
"3687",700
"3688",440
"3689",640
"3690",550
"3691",700
"3692",750
"3693",500
"3694",410
"3695",700
"3696",630
"3697",700
"3698",670
"3699",700
"3700",700
"3701",700
"3702",550
"3703",640
"3704",700
"3705",490
"3706",700
"3707",490
"3708",750
"3709",725
"3710",400
"3711",490
"3712",350
"3713",725
"3714",550
"3715",365
"3716",390
"3717",630
"3718",375
"3719",635
"3720",670
"3721",670
"3722",700
"3723",670
"3724",490
"3725",700
"3726",620
"3727",640
"3728",490
"3729",550
"3730",640
"3731",420
"3732",450
"3733",620
"3734",750
"3735",550
"3736",355
"3737",550
"3738",415
"3739",700
"3740",500
"3741",585
"3742",620
"3743",640
"3744",490
"3745",635
"3746",195
"3747",620
"3748",585
"3749",620
"3750",390
"3751",700
"3752",700
"3753",700
"3754",725
"3755",490
"3756",585
"3757",640
"3758",435
"3759",410
"3760",695
"3761",640
"3762",640
"3763",700
"3764",490
"3765",435
"3766",565
"3767",700
"3768",670
"3769",670
"3770",640
"3771",640
"3772",550
"3773",660
"3774",640
"3775",750
"3776",420
"3777",410
"3778",700
"3779",425
"3780",630
"3781",410
"3782",450
"3783",700
"3784",725
"3785",410
"3786",620
"3787",520
"3788",405
"3789",700
"3790",620
"3791",375
"3792",400
"3793",450
"3794",450
"3795",350
"3796",750
"3797",640
"3798",450
"3799",450
"3800",550
"3801",550
"3802",470
"3803",620
"3804",470
"3805",550
"3806",750
"3807",700
"3808",725
"3809",390
"3810",450
"3811",700
"3812",635
"3813",450
"3814",700
"3815",450
"3816",370
"3817",450
"3818",725
"3819",500
"3820",750
"3821",700
"3822",640
"3823",620
"3824",500
"3825",640
"3826",700
"3827",450
"3828",670
"3829",400
"3830",620
"3831",635
"3832",700
"3833",725
"3834",490
"3835",550
"3836",550
"3837",415
"3838",700
"3839",550
"3840",750
"3841",450
"3842",755
"3843",640
"3844",490
"3845",410
"3846",450
"3847",640
"3848",490
"3849",700
"3850",700
"3851",700
"3852",640
"3853",450
"3854",640
"3855",700
"3856",550
"3857",700
"3858",620
"3859",530
"3860",550
"3861",700
"3862",500
"3863",550
"3864",490
"3865",410
"3866",640
"3867",750
"3868",440
"3869",420
"3870",700
"3871",410
"3872",550
"3873",725
"3874",415
"3875",490
"3876",670
"3877",375
"3878",620
"3879",700
"3880",700
"3881",725
"3882",500
"3883",370
"3884",620
"3885",485
"3886",435
"3887",640
"3888",420
"3889",470
"3890",640
"3891",550
"3892",620
"3893",700
"3894",410
"3895",450
"3896",725
"3897",450
"3898",640
"3899",640
"3900",700
"3901",550
"3902",725
"3903",700
"3904",630
"3905",640
"3906",550
"3907",750
"3908",405
"3909",640
"3910",750
"3911",700
"3912",550
"3913",700
"3914",725
"3915",620
"3916",550
"3917",550
"3918",725
"3919",700
"3920",670
"3921",585
"3922",420
"3923",640
"3924",450
"3925",440
"3926",700
"3927",420
"3928",620
"3929",465
"3930",725
"3931",490
"3932",640
"3933",470
"3934",640
"3935",700
"3936",490
"3937",585
"3938",640
"3939",640
"3940",670
"3941",420
"3942",700
"3943",700
"3944",620
"3945",700
"3946",390
"3947",670
"3948",640
"3949",450
"3950",640
"3951",365
"3952",450
"3953",620
"3954",490
"3955",450
"3956",670
"3957",630
"3958",700
"3959",635
"3960",405
"3961",640
"3962",635
"3963",440
"3964",640
"3965",620
"3966",640
"3967",440
"3968",755
"3969",490
"3970",700
"3971",585
"3972",340
"3973",640
"3974",415
"3975",725
"3976",730
"3977",490
"3978",405
"3979",490
"3980",640
"3981",700
"3982",490
"3983",550
"3984",630
"3985",550
"3986",450
"3987",410
"3988",670
"3989",700
"3990",620
"3991",490
"3992",780
"3993",640
"3994",585
"3995",640
"3996",585
"3997",725
"3998",510
"3999",700
"4000",700
"4001",550
"4002",670
"4003",640
"4004",700
"4005",415
"4006",500
"4007",700
"4008",450
"4009",635
"4010",700
"4011",725
"4012",550
"4013",620
"4014",360
"4015",665
"4016",620
"4017",585
"4018",370
"4019",510
"4020",620
"4021",700
"4022",725
"4023",640
"4024",620
"4025",700
"4026",490
"4027",780
"4028",420
"4029",700
"4030",640
"4031",670
"4032",550
"4033",760
"4034",520
"4035",750
"4036",700
"4037",450
"4038",700
"4039",490
"4040",620
"4041",550
"4042",760
"4043",750
"4044",470
"4045",550
"4046",550
"4047",490
"4048",450
"4049",510
"4050",450
"4051",490
"4052",620
"4053",630
"4054",640
"4055",350
"4056",490
"4057",410
"4058",700
"4059",410
"4060",470
"4061",450
"4062",510
"4063",480
"4064",700
"4065",700
"4066",440
"4067",550
"4068",440
"4069",550
"4070",700
"4071",775
"4072",585
"4073",490
"4074",550
"4075",360
"4076",430
"4077",640
"4078",450
"4079",530
"4080",490
"4081",640
"4082",410
"4083",640
"4084",725
"4085",640
"4086",550
"4087",510
"4088",490
"4089",490
"4090",700
"4091",695
"4092",640
"4093",390
"4094",490
"4095",550
"4096",565
"4097",670
"4098",450
"4099",490
"4100",700
"4101",700
"4102",700
"4103",620
"4104",640
"4105",700
"4106",640
"4107",550
"4108",500
"4109",510
"4110",750
"4111",565
"4112",700
"4113",470
"4114",640
"4115",550
"4116",670
"4117",550
"4118",700
"4119",420
"4120",640
"4121",700
"4122",550
"4123",700
"4124",670
"4125",585
"4126",620
"4127",760
"4128",620
"4129",620
"4130",750
"4131",550
"4132",550
"4133",450
"4134",635
"4135",465
"4136",490
"4137",550
"4138",500
"4139",630
"4140",670
"4141",450
"4142",700
"4143",390
"4144",700
"4145",670
"4146",620
"4147",450
"4148",450
"4149",550
"4150",450
"4151",700
"4152",420
"4153",725
"4154",500
"4155",450
"4156",620
"4157",585
"4158",700
"4159",670
"4160",620
"4161",700
"4162",620
"4163",375
"4164",725
"4165",415
"4166",390
"4167",420
"4168",625
"4169",530
"4170",725
"4171",640
"4172",550
"4173",380
"4174",585
"4175",620
"4176",550
"4177",755
"4178",395
"4179",425
"4180",490
"4181",380
"4182",490
"4183",550
"4184",380
"4185",640
"4186",620
"4187",365
"4188",700
"4189",375
"4190",625
"4191",620
"4192",670
"4193",440
"4194",565
"4195",450
"4196",385
"4197",640
"4198",510
"4199",670
"4200",550
"4201",620
"4202",630
"4203",640
"4204",550
"4205",585
"4206",550
"4207",490
"4208",370
"4209",550
"4210",640
"4211",490
"4212",640
"4213",450
"4214",520
"4215",640
"4216",620
"4217",640
"4218",670
"4219",550
"4220",620
"4221",760
"4222",550
"4223",700
"4224",450
"4225",670
"4226",700
"4227",400
"4228",420
"4229",640
"4230",640
"4231",500
"4232",450
"4233",450
"4234",450
"4235",500
"4236",385
"4237",520
"4238",640
"4239",630
"4240",620
"4241",490
"4242",440
"4243",620
"4244",360
"4245",550
"4246",700
"4247",700
"4248",530
"4249",670
"4250",435
"4251",635
"4252",490
"4253",585
"4254",750
"4255",670
"4256",450
"4257",635
"4258",490
"4259",700
"4260",700
"4261",550
"4262",550
"4263",550
"4264",640
"4265",395
"4266",700
"4267",700
"4268",630
"4269",700
"4270",550
"4271",585
"4272",640
"4273",435
"4274",380
"4275",640
"4276",300
"4277",585
"4278",550
"4279",450
"4280",620
"4281",700
"4282",670
"4283",430
"4284",470
"4285",470
"4286",490
"4287",450
"4288",470
"4289",550
"4290",640
"4291",470
"4292",415
"4293",700
"4294",700
"4295",385
"4296",405
"4297",320
"4298",775
"4299",420
"4300",760
"4301",750
"4302",760
"4303",450
"4304",490
"4305",340
"4306",750
"4307",440
"4308",450
"4309",400
"4310",440
"4311",585
"4312",450
"4313",635
"4314",750
"4315",700
"4316",400
"4317",640
"4318",500
"4319",550
"4320",620
"4321",440
"4322",585
"4323",380
"4324",550
"4325",640
"4326",640
"4327",485
"4328",550
"4329",300
"4330",470
"4331",380
"4332",670
"4333",700
"4334",755
"4335",530
"4336",640
"4337",520
"4338",375
"4339",700
"4340",550
"4341",725
"4342",700
"4343",550
"4344",550
"4345",450
"4346",450
"4347",190
"4348",510
"4349",380
"4350",265
"4351",175
"4352",390
"4353",170
"4354",245
"4355",350
"4356",215
"4357",410
"4358",325
"4359",365
"4360",410
"4361",170
"4362",230
"4363",160
"4364",225
"4365",260
"4366",205
"4367",470
"4368",160
"4369",170
"4370",450
"4371",405
"4372",180
"4373",180
"4374",260
"4375",200
"4376",235
"4377",380
"4378",240
"4379",405
"4380",620
"4381",490
"4382",500
"4383",170
"4384",300
"4385",585
"4386",320
"4387",350
"4388",170
"4389",360
"4390",260
"4391",450
"4392",390
"4393",160
"4394",260
"4395",230
"4396",550
"4397",190
"4398",170
"4399",640
"4400",260
"4401",230
"4402",670
"4403",700
"4404",265
"4405",170
"4406",220
"4407",700
"4408",170
"4409",160
"4410",260
"4411",165
"4412",260
"4413",360
"4414",200
"4415",300
"4416",630
"4417",300
"4418",450
"4419",160
"4420",230
"4421",360
"4422",260
"4423",220
"4424",290
"4425",185
"4426",350
"4427",260
"4428",230
"4429",170
"4430",270
"4431",200
"4432",175
"4433",225
"4434",260
"4435",165
"4436",230
"4437",390
"4438",260
"4439",220
"4440",410
"4441",170
"4442",700
"4443",260
"4444",310
"4445",160
"4446",640
"4447",450
"4448",165
"4449",260
"4450",265
"4451",170
"4452",280
"4453",170
"4454",170
"4455",185
"4456",425
"4457",420
"4458",380
"4459",425
"4460",170
"4461",225
"4462",270
"4463",490
"4464",290
"4465",215
"4466",210
"4467",300
"4468",630
"4469",170
"4470",550
"4471",390
"4472",380
"4473",170
"4474",550
"4475",170
"4476",500
"4477",435
"4478",415
"4479",230
"4480",170
"4481",170
"4482",170
"4483",220
"4484",490
"4485",160
"4486",210
"4487",390
"4488",325
"4489",170
"4490",670
"4491",170
"4492",360
"4493",390
"4494",670
"4495",230
"4496",450
"4497",240
"4498",490
"4499",290
"4500",200
"4501",290
"4502",245
"4503",220
"4504",245
"4505",260
"4506",160
"4507",245
"4508",160
"4509",160
"4510",390
"4511",425
"4512",160
"4513",620
"4514",265
"4515",205
"4516",265
"4517",630
"4518",230
"4519",160
"4520",200
"4521",245
"4522",170
"4523",620
"4524",500
"4525",230
"4526",420
"4527",420
"4528",405
"4529",160
"4530",210
"4531",440
"4532",260
"4533",300
"4534",290
"4535",165
"4536",170
"4537",500
"4538",395
"4539",165
"4540",640
"4541",390
"4542",620
"4543",370
"4544",700
"4545",170
"4546",310
"4547",330
"4548",410
"4549",170
"4550",435
"4551",215
"4552",300
"4553",425
"4554",360
"4555",450
"4556",260
"4557",440
"4558",550
"4559",490
"4560",360
"4561",260
"4562",450
"4563",415
"4564",200
"4565",165
"4566",160
"4567",260
"4568",265
"4569",225
"4570",375
"4571",170
"4572",245
"4573",225
"4574",300
"4575",390
"4576",190
"4577",225
"4578",175
"4579",190
"4580",170
"4581",310
"4582",160
"4583",500
"4584",260
"4585",300
"4586",420
"4587",280
"4588",435
"4589",165
"4590",165
"4591",300
"4592",380
"4593",350
"4594",260
"4595",260
"4596",360
"4597",165
"4598",170
"4599",175
"4600",265
"4601",550
"4602",390
"4603",380
"4604",160
"4605",220
"4606",245
"4607",205
"4608",440
"4609",260
"4610",245
"4611",160
"4612",185
"4613",200
"4614",380
"4615",530
"4616",370
"4617",455
"4618",190
"4619",380
"4620",450
"4621",260
"4622",450
"4623",345
"4624",700
"4625",365
"4626",365
"4627",170
"4628",210
"4629",370
"4630",190
"4631",640
"4632",620
"4633",420
"4634",380
"4635",160
"4636",450
"4637",170
"4638",620
"4639",270
"4640",200
"4641",520
"4642",170
"4643",170
"4644",245
"4645",210
"4646",175
"4647",175
"4648",550
"4649",620
"4650",490
"4651",260
"4652",235
"4653",490
"4654",360
"4655",265
"4656",345
"4657",170
"4658",260
"4659",415
"4660",190
"4661",160
"4662",180
"4663",200
"4664",290
"4665",490
"4666",520
"4667",275
"4668",170
"4669",225
"4670",160
"4671",275
"4672",585
"4673",630
"4674",180
"4675",585
"4676",350
"4677",165
"4678",700
"4679",230
"4680",300
"4681",280
"4682",170
"4683",165
"4684",550
"4685",230
"4686",435
"4687",550
"4688",360
"4689",160
"4690",260
"4691",265
"4692",390
"4693",415
"4694",240
"4695",390
"4696",385
"4697",170
"4698",205
"4699",285
"4700",390
"4701",265
"4702",355
"4703",170
"4704",490
"4705",405
"4706",160
"4707",170
"4708",170
"4709",285
"4710",450
"4711",300
"4712",520
"4713",185
"4714",230
"4715",280
"4716",260
"4717",235
"4718",490
"4719",620
"4720",440
"4721",420
"4722",330
"4723",355
"4724",190
"4725",260
"4726",350
"4727",585
"4728",450
"4729",260
"4730",275
"4731",260
"4732",260
"4733",420
"4734",170
"4735",175
"4736",395
"4737",175
"4738",530
"4739",310
"4740",275
"4741",415
"4742",440
"4743",290
"4744",510
"4745",170
"4746",550
"4747",435
"4748",220
"4749",265
"4750",205
"4751",170
"4752",370
"4753",395
"4754",700
"4755",270
"4756",410
"4757",410
"4758",410
"4759",170
"4760",195
"4761",260
"4762",260
"4763",490
"4764",435
"4765",190
"4766",410
"4767",170
"4768",170
"4769",260
"4770",175
"4771",165
"4772",775
"4773",180
"4774",175
"4775",180
"4776",245
"4777",205
"4778",530
"4779",275
"4780",640
"4781",190
"4782",385
"4783",335
"4784",390
"4785",380
"4786",550
"4787",260
"4788",390
"4789",290
"4790",415
"4791",435
"4792",260
"4793",310
"4794",440
"4795",170
"4796",360
"4797",260
"4798",290
"4799",200
"4800",330
"4801",360
"4802",270
"4803",380
"4804",280
"4805",270
"4806",395
"4807",360
"4808",170
"4809",700
"4810",310
"4811",365
"4812",170
"4813",280
"4814",320
"4815",550
"4816",470
"4817",365
"4818",375
"4819",170
"4820",170
"4821",200
"4822",170
"4823",170
"4824",230
"4825",490
"4826",290
"4827",430
"4828",435
"4829",550
"4830",170
